#id,name,request_email,notes,home_page,tag_string,valid_email,commune
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand
dreal_ut-21231-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté",ud21.dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 21 boulevard Voltaire, 201000, Dijon | Tél : 03 45 83 20 42 | Fax : ",http://www.bourgogne.developpement-durable.gouv.fr,dreal_ut,True,Dijon
dreal_ut-90010-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté",ud90-25.dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 8 rue du Peintre Heim,90000,Belfort | Tél : 03 84 58 82 08 | Fax : 03 84 58 82 07",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Belfort
dreal_ut-71270-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté",ud71.dreal-bfc@developpement-durable.gouv.fr,"Adresse : 37 boulevard Henri-Dunant - BP 94029,701040,Mâcon Cedex 9 | Tél : 03 85 21 85 00 | Fax : 03 85 21 85 10",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Mâcon
dreal_ut-25056-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Bourgogne-Franche-Comté",dreal-bourgogne-franche-comte@developpement-durable.gouv.fr,"Adresse : 17 E rue Alain-Savary, 25000, Besançon | Tél : 03 81 21 67 00 | Fax : 03 81 21 69 99",http://www.bourgogne-franche-comte.developpement-durable.gouv.fr,dreal_ut,True,Besançon
dreal_ut-45234-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire",ud45.dreal-centre@developpement-durable.gouv.fr,"Adresse : 3 rue du Carbone,45072,Orléans Cedex 2 | Tél : 02 38 25 01 20 | Fax : 02 38 63 84 44",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Orléans
dreal_ut-37179-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire",ud37.dreal-centre@developpement-durable.gouv.fr,"Adresse : ZA n°2 des Ailes - 25-26 rue des Ailes,37210,Parçay-Meslay | Tél : 02 47 46 47 00 | Fax : 02 47 44 66 34",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Parçay-Meslay
dreal_ut-41018-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Centre-Val de Loire",ud41.dreal-centre@developpement-durable.gouv.fr,"Adresse : 49 bis rue Laplace,401000,Blois | Tél : 02 54 74 98 80 | Fax : 02 54 74 08 09",http://www.centre.developpement-durable.gouv.fr,dreal_ut,True,Blois
dreal_ut-88209-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",ud88.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : Quartier de la Magdeleine - Bâtiment B - Entrée 5,88000,Epinal | Tél : 03 29 33 66 20 | Fax : 03 29 33 66 43",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Epinal
dreal_ut-68066-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",ud68.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 2 place du Général-de-Gaulle,68100,Mulhouse | Tél : 03 89 66 66 67 | Fax : 03 89 59 30 22",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Mulhouse
dreal_ut-10387-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",ud10.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 1 boulevard Jules-Guesde, 010000, Troyes | Tél : 03 25 82 66 20 | Fax : 03 25 73 72 03",http://www.bas-rhin.gouv.fr/Services-de-l-Etat/Presentation-des-services/Unites-Territoriales-UT/DREAL-Grand-Est,dreal_ut,True,Troyes
dreal_ut-51454-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",it-51.dreal-champard@developpement-durable.gouv.fr,"Adresse : Parc technologique Henri-Farman - 10 rue Clément-Ader,501100,Reims | Tél : 03 26 77 33 50 | Fax : 03 26 97 81 30",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Reims
dreal_ut-67482-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",dreal-grand-est@developpement-durable.gouv.fr,"Adresse : 14 rue du Bataillon-de-Marche - Numéro 24,67200,Strasbourg | Tél : 03 88 13 05 00 | Fax : 03 88 13 05 30",http://www.dreal-grand-est.developpement-durable.gouv.fr,dreal_ut,True,Strasbourg
dreal_ut-08105-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Grand Est",ud08.dreal-grand-est@developpement-durable.gouv.fr,"Adresse : Unité départementale des Ardennes - Préfecture des Ardennes - 1 place de la Préfecture, 8000, Charleville-Mézières | Tél : 03 24 59 66 00 | Fax : 03 24 59 68 27",http://www.grand-est.developpement-durable.gouv.fr,dreal_ut,True,Charleville-Mézières
dreal_ut-60057-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France",ud.dreal-picardie@developpement-durable.gouv.fr,"Adresse : ZA La Vatine - 283 rue de Clermont,60000,Beauvais | Tél : 03 44 10 54 00 | Fax : 03 44 10 54 01",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Beauvais
dreal_ut-02691-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France",ud-n.dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : 25 rue Albert-Thomas, 2100, Saint-Quentin | Tél : 03 23 06 66 00 | Fax : 03 23 06 66 07",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Saint-Quentin
dreal_ut-62119-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France",dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : Centre Jean-Monnet - Entrée Asturies - 12 avenue de Paris,62400,Béthune | Tél : 03 21 63 69 00 | Fax : 03 21 01 57 26",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Béthune
dreal_ut-80379-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Hauts-de-France",ud-somme.dreal-hauts-de-france@developpement-durable.gouv.fr,"Adresse : Pôle Jules-Verne - 12 rue du Maître-du-Monde,80440,Glisy | Tél : 03 22 38 32 00 | Fax : 03 22 38 32 01",http://www.hauts-de-france.developpement-durable.gouv.fr,dreal_ut,True,Glisy
dreal_ut-27017-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie",ude.dreal-normandie@developpement-durable.gouv.fr,"Adresse : Rue de Melleville, 27930, Angerville-la-Campagne | Tél : 02 32 23 45 70 | Fax : 02 32 23 45 99",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Angerville-la-Campagne
dreal_ut-50502-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie",udm.dreal-normandie@developpement-durable.gouv.fr,"Adresse : 1 bis rue de la Libération,50000,Saint-Lô | Tél : 02 50 71 50 54 | Fax : 02 50 71 50 59",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Saint-Lô
dreal_ut-61001-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Normandie",udo.dreal-normandie@developpement-durable.gouv.fr,"Adresse : Cité administrative - Place du Général-Jean-Bonet,601000,Alençon | Tél : 02 33 32 50 93 | Fax : 02 33 32 51 13",http://www.normandie.developpement-durable.gouv.fr,dreal_ut,True,Alençon
dreal_ut-40281-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-40.dreal-na@developpement-durable.gouv.fr,"Adresse : Cité Galliane - 9 avenue Antoine-Dufau,40000,Mont-de-Marsan | Tél : 05 58 05 76 20 | Fax : 05 58 05 76 27",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Mont-de-Marsan
dreal_ut-23096-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-23.grud.ud.dreal-alpc@developpement-durable.gouv.fr,"Adresse : Cité administrative - Bâtiment B1 - 17 place Bonnyaud, 23000, Guéret | Tél : 05 55 61 20 13 | Fax : 05 55 61 20 45",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Guéret
dreal_ut-86194-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-86.dreal-na@developpement-durable.gouv.fr,"Adresse : 20 rue de la Providence,86000,Poitiers | Tél : 05 49 43 86 00 | Fax : 05 49 43 86 01",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Poitiers
dreal_ut-33063-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-33.dreal-na@developpement-durable.gouv.fr,"Adresse : Cité administrative - Rue Jules-Ferry - Boîte 55,33200,Bordeaux | Tél : 05 56 24 88 22 | Fax : 05 56 24 47 24",http://www.aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Bordeaux
dreal_ut-19031-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-19.grud.ud.dreal-na@developpement-durable.gouv.fr,"Adresse : 19 rue Daniel-de-Cosnac, 019100, Brive-la-Gaillarde | Tél : 05 55 88 93 00 | Fax : 05 55 22 66 47",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Brive-la-Gaillarde
dreal_ut-87085-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",grud.ud.dreal-na@developpement-durable.gouv.fr,"Adresse : Immeuble Pastel - 22 rue des Pénitents-Blancs,87000,Limoges | Tél : 05 55 12 90 00 | Fax : ",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr/presentation-dreal-r171.html,dreal_ut,True,Limoges
dreal_ut-79191-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Nouvelle-Aquitaine",ud-17-79.dreal-na@developpement-durable.gouv.fr,"Adresse : ZI Saint-Liguaire - 4 rue Alfred-Nobel,79000,Niort | Tél : 05 49 79 05 11 | Fax : 05 49 79 12 46",http://www.nouvelle-aquitaine.developpement-durable.gouv.fr,dreal_ut,True,Niort
dreal_ut-65440-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie",ut-65-32.dreal-midi-pyrenees@developpement-durable.gouv.fr,"Adresse : Cité administrative Reffye - Rue Amiral-Courbet,65000,Tarbes | Tél : 05 62 44 59 00 | Fax : ",http://www.occitanie.developpement-durable.gouv.fr,dreal_ut,True,Tarbes
dreal_ut-30189-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie",uid-30-48.dreal-occitanie@developpement-durable.gouv.fr,"Adresse : 89 rue Weber,30900,Nîmes | Tél : 04 34 46 65 00 | Fax : 04 34 46 65 99",http://www.occitanie.developpement-durable.gouv.fr,dreal_ut,True,Nîmes
dreal_ut-82121-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Occitanie",ut-tarn-et-garonne-lot@developpement-durable.gouv.fr,"Adresse : 2 quai de Verdun,82000,Montauban | Tél : 05 63 91 74 40 | Fax : 05 63 91 74 59",http://www.tarn-et-garonne.gouv.fr/Services-de-l-Etat/Agriculture-environnement-amenagement-et-logement/L-unite-territoriale-de-la-Direction-Regionale-de-l-Environnement-de-l-Amenagement-et-du-Logement,dreal_ut,True,Montauban
dreal_ut-53130-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire",ud53.dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : Cité administrative Saint-Nicolas - Rue Mac-Donald,53000,Laval | Tél : 02 43 67 88 76 | Fax : 02 43 53 76 41",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Laval
dreal_ut-44109-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire",dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : 5 rue Françoise-Giroud,44200,Nantes | Tél : 02 72 74 73 00 | Fax : 02 72 74 73 09",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Nantes
dreal_ut-49267-01,"Direction régionale de l'environnement, de l'aménagement et du logement - Pays de la Loire",ud49.dreal-paysdelaloire@developpement-durable.gouv.fr,"Adresse : Parc d'activités Angers-Saint-Barthélémy-d'Anjou - Rue de Cul-d'Anon,49183,Saint-Barthélémy-d'Anjou | Tél : 02 41 33 52 50 | Fax : 02 41 33 52 99",http://www.pays-de-la-loire.developpement-durable.gouv.fr,dreal_ut,True,Saint-Barthélémy-d'Anjou
fdc-78517-01,Fédération interdépartementale des chasseurs - Île-de-France,contact@ficif.com,"Adresse : 3 rue Paul-Demange - CS 50005,78519,Rambouillet Cedex | Tél : 01 34 85 33 00 | Fax : 01 34 85 33 02",http://www.ficif.com,fdc,True,Rambouillet
fdc-92012-01,Fédération interdépartementale des chasseurs - Île-de-France,contact@ficif.com,"Adresse : 58 avenue du Général-Leclerc,92100,Boulogne-Billancourt | Tél : 01 55 60 18 70 | Fax : 01 55 60 07 15",http://www.ficif.com,fdc,True,Boulogne-Billancourt
greta-11262-01,Greta - Aude,greta-narbonne@ac-montpellier.fr,"Adresse : Lycée Louise-Michel - 2 rue Jean-Moulin, 011100, Narbonne | Tél : 04 68 32 84 09 | Fax : 04 68 32 46 33",http://www.gretalr.com,greta,True,Narbonne
greta-11069-01,Greta - Aude,greta.carcas@orange.fr,"Adresse : 122 avenue du Général-Leclerc, 011007, Carcassonne Cedex | Tél : 04 68 25 00 19 | Fax : 04 68 47 65 04",http://www.gretalr.com,greta,True,Carcassonne
greta-18033-01,Greta - Berry,greta-cher@ac-orleans-tours.fr,"Adresse : 1 avenue de Gionne, 018000, Bourges | Tél : 02 48 20 45 94 | Fax : ",http://www.greta-cher.fr,greta,True,Bourges
greta-36044-01,Greta - Berry,gretaberry@ac-orleans-tours.fr,"Adresse : Lycée Blaise-Pascal - Boulevard Blaise-Pascal - BP 407,36008,Châteauroux Cedex | Tél : 02 54 08 20 80 | Fax : 02 54 08 20 85",http://www.greta36.fr,greta,True,Châteauroux
greta-91377-01,Greta - Essonne,accueil.massy@greta-essonne.fr,"Adresse : Agence de développement de Massy - 9 rue du Docteur-Schaffner,901300,Massy | Tél : 01 64 90 91 91 | Fax : 01 69 53 74 84",http://www.greta-essonne.fr,greta,True,Massy
greta-91174-01,Greta - Essonne,greta.essonne@ac-versailles.fr,"Adresse : Lycée Robert-Doisneau - 89 avenue Serge-Dassault,901100,Corbeil-Essonnes | Tél : 01 64 90 91 91 | Fax : ",http://www.greta-essonne.fr,greta,True,Corbeil-Essonnes
greta-24322-01,Greta - Est-Aquitaine,perigueux@greta-est-aquitaine.com,"Adresse : Lycée Albert-Claveille - 80 rue Victor-Hugo - BP 70009, 24001, Périgueux Cedex | Tél : 05 53 02 17 69 | Fax : 05 53 03 29 48",https://www.greta-aquitaine.frgreta-est-aquitaine,greta,True,Périgueux
greta-47157-01,Greta - Est-Aquitaine,contact@greta-est-aquitaine.com,"Adresse : Lycée Val-de-Garonne - Rue Ejéa-de-Los-Caballeros - BP 307,47207,Marmande Cedex | Tél : 05 53 76 02 54 | Fax : 05 53 76 02 58",http://www.greta-aquitaine.com,greta,True,Marmande
greta-30007-01,Greta - Gard,greta-nimes@ac-montpellier.fr,"Adresse : 5 B rue Clovis,30900,Nîmes | Tél : 04 66 04 24 50 | Fax : 04 66 04 24 51",http://www.greta-gard.com,greta,True,Nîmes
greta-30028-01,Greta - Gard,greta-bagnols@ac-montpellier.fr,"Adresse : Lycée polyvalent Albert-Einstein - Avenue Commando-Vigan-Braquet - BP 38165,30205,Bagnols-sur-Cèze Cedex | Tél : 04 66 04 24 50 | Fax : 04 34 39 30 16",http://www.gretalr.com,greta,True,Bagnols-sur-Cèze
greta-62193-01,Greta - Grand-Littoral,greta.grand-littoral@ac-lille.fr,"Adresse : Lycée Pierre-de-Coubertin - 320 boulevard du 8-Mai - BP 453,62225,Calais Cedex | Tél : 03 21 46 12 10 | Fax : 03 21 46 12 29",http://www.greta-npdc.fr,greta,True,Calais
greta-59017-01,Greta - Grand-Littoral,greta.flandre-lys@ac-lille.fr,"Adresse : 96 rue Jules-Lebleu - BP 70193,59421,Armentières Cedex | Tél : 03 20 44 04 89 | Fax : 03 20 44 04 80",http://www.greta-npdc.fr,greta,True,Armentières
greta-34028-01,Greta - Hérault - Ouest,greta-bedarieux@ac-montpellier.fr,"Adresse : Lycée Fernand-Léger - 63 route de Clermont-l'Hérault,34600,Bédarieux | Tél : 04 67 95 16 46 | Fax : 04 67 95 19 36",https://gretamediterranee.fr,greta,True,Bédarieux
greta-34032-01,Greta - Hérault - Ouest,greta-beziers@ac-montpellier.fr,"Adresse : Lycée LPO Jean-Moulin - Avenue des Martyrs-de-la-Résistance - BP 745,34521,Béziers Cedex | Tél : 04 67 30 43 00 | Fax : 04 67 30 38 47",https://gretamediterranee.fr,greta,True,Béziers
greta-44162-01,Greta - Loire-Atlantique,greta.loire-atlantique@ac-nantes.fr,"Adresse : 30 rue de la Dutée,44800,Saint-Herblain | Tél : 02 40 92 99 99 | Fax : ",http://www.greta-paysdelaloire.fr,greta,True,Saint-Herblain
greta-44109-02,Greta - Loire-Atlantique,greta.loire-atlantique@ac-nantes.fr,"Adresse : Lycée Livet - 16 rue du Four - BP 94225,44042,Nantes Cedex 1 | Tél : 02 40 14 56 56 | Fax : 02 51 80 42 35",http://www.gretapaysdelaloire.fr,greta,True,Nantes
greta-44184-01,Greta - Loire-Atlantique,greta.loire-atlantique@ac-nantes.fr,"Adresse : Avenue Pierre-de-Coubertin - Porte 4 - BP 418,44606,Saint-Nazaire Cedex | Tél : 02 40 70 02 50 | Fax : ",http://www.greta-paysdelaloire.fr,greta,True,Saint-Nazaire
greta-44109-01,Greta - Loire-Atlantique,greta.loire-atlantique@ac-nantes.fr,"Adresse : 16 rue Dufour - BP 94225,44042,Nantes Cedex 1 | Tél : 02 40 14 56 56 | Fax : ",http://www.greta-paysdelaloire.fr,greta,True,Nantes
greta-53130-01,Greta - Maine,greta.maine@ac-nantes.fr,"Adresse : Rue Jules-Méline,53000,Laval | Tél : 02 43 66 87 23 | Fax : ",http://www.greta-paysdelaloire.fr,greta,True,Laval
greta-72132-01,Greta - Maine,greta.maine@ac-nantes.fr,"Adresse : 50 avenue du Général-de-Gaulle - BP 110,72403,La Ferté-Bernard | Tél : 02 43 93 12 53 | Fax : ",http://www.greta-paysdelaloire.fr,greta,True,La Ferté-Bernard
greta-50502-01,Greta - Manche,greta.manche@ac-caen.fr,"Adresse : Lycée Curie-Corot - 377 rue de l'Exode - BP 40245,50015,Saint-Lô Cedex | Tél : 02 33 05 62 39 | Fax : 02 33 05 00 06",http://www.greta-manche-formation.fr,greta,True,Saint-Lô
greta-50129-01,Greta - Manche,greta.cherbourg@ac-caen.fr,"Adresse : 34 avenue Henri-Poincaré - BP 40515,50105,Cherbourg-en-Cotentin Cedex | Tél : 02 33 88 60 40 | Fax : 02 33 20 45 57",https://greta-academiedecaen.ac-caen.fr,greta,True,Cherbourg-en-Cotentin
greta-13213-01,Greta - Marseille-Méditerranée,gmm@ac-aix-marseille.fr,"Adresse : Lycée technique régional Jean-Perrin - 74 rue Verdillon, 013010, Marseille | Tél : 04 91 96 35 30 | Fax : 04 91 74 01 03",http://www.gretanet.com,greta,True,Marseille
greta-13210-01,Greta - Marseille-Méditerranée,gmm@ac-aix-marseille.fr,"Adresse : Lycée Jean-Perrin - 74 rue Verdillon, 013010, Marseille | Tél : 04 91 96 35 30 | Fax : 04 91 74 01 03",http://www.gretanet.com,greta,True,Marseille
greta-81004-01,Greta - Midi-Pyrénées - Nord,gmpn-albi@ac-toulouse.fr,"Adresse : 131 rue du Commandant-Blanché,801000,Albi | Tél : 05 63 48 13 70 | Fax : 05 63 48 13 76",http://maforpro.ac-toulouse.fr,greta,True,Albi
greta-46042-01,Greta - Midi-Pyrénées - Nord,gmpn-cahors@ac-toulouse.fr,"Adresse : 46 rue Pierre-Bourthoumieux,46000,Cahors | Tél : 05 65 35 43 91 | Fax : 05 65 53 93 69",http://www.greta-mpyn.fr,greta,True,Cahors
greta-31483-01,Greta - Midi-Pyrénées-Sud,gmps-saintgaudens@ac-toulouse.fr,"Adresse : 278 rue Jean-Adoue - BP 60195,301806,Saint-Gaudens Cedex | Tél : 05 62 00 95 70 | Fax : ",http://www.reseau-greta.ac-toulouse.fr,greta,True,Saint-Gaudens
greta-65440-01,Greta - Midi-Pyrénées-Sud,agence.tarbes@mongreta.fr,"Adresse : 17 rue du Comminges - CS 501634,65016,Tarbes Cedex | Tél : 05 62 53 14 14 | Fax : 05 62 38 34 00",http://maforpro.ac-toulouse.fr,greta,True,Tarbes
greta-75114-01,Greta - Métiers de la santé et du social,contact-cpen@greta-m2s.fr,"Adresse : 14 rue de la Beaune,93100,Montreuil | Tél : 01 48 51 19 40 | Fax : 01 48 51 19 56",http://www.greta-m2s.fr,greta,True,Montreuil
greta-75118-02,Greta - Métiers de la santé et du social,contact-rabelais@greta-m2s.fr,"Adresse : Lycée Rabelais - 9 rue Francis-de-Croisset,75018,Paris | Tél : 01 44 92 33 00 | Fax : 01 44 92 33 10",http://www.greta-m2s.fr,greta,True,Paris
greta-94071-01,Greta - Métiers et techniques industrielles,gmti94.sucy@forpro-creteil.org,"Adresse : Lycée Adolphe-Chérioux - Site Jean-Jacques-Rousseau - 13 rue Lebrun,94400,Vitry-sur-Seine | Tél : 01 56 74 14 60 | Fax : ",http://www.forpro-creteil.org,greta,True,Vitry-sur-Seine
greta-93001-01,Greta - Métiers et techniques industrielles,gmti93@forpro-creteil.org,"Adresse : 52 rue Léopold-Réchossière,93300,Aubervilliers | Tél : 01 49 37 92 55 | Fax : ",http://www.greta-mti93-formation.fr,greta,True,Aubervilliers
