#id,name,request_email,notes,home_page,tag_string
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
mairie-23007-01,Mairie - Ars 23007-01,commune-d-ars@orange.fr,"Adresse : Le Bourg, 23480, Ars | Tél : 05 55 66 67 19 | Fax : ",,mairie
mairie-09020-01,Mairie - Artigues 09020-01,mairie.artigues310@orange.fr,"Adresse : Place de la Mairie, 9460, Artigues | Tél : 04 68 20 42 12 | Fax : 04 68 20 42 12",,mairie
mairie-65038-01,Mairie - Artigues 65038-01,mairie.artigues65@orange.fr,"Adresse : Village,65100,Artigues | Tél : 05 62 45 12 05 | Fax : ",,mairie
mairie-83006-01,Mairie - Artigues 83006-01,mairieartigues@orange.fr,"Adresse : Le Village - 7 rue de la Mairie,83560,Artigues | Tél : 04 94 80 31 02 | Fax : 04 94 80 59 38",http://www.mairie-artigues.com,mairie
mairie-11017-01,Mairie - Artigues 11017-01,mairie.artigues2@wanadoo.fr,"Adresse : 3 place de la Mairie, 11140, Artigues | Tél : 04 68 20 51 09 | Fax : 04 68 20 51 09",,mairie
mairie-09021-01,Mairie - Artix 09021-01,artix.cne@wanadoo.fr,"Adresse : Soleil-de-Touron, 9120, Artix | Tél : 05 61 60 66 95 | Fax : 05 61 60 66 95",,mairie
mairie-64061-01,Mairie - Artix 64061-01,contact@mairie-artix.fr,"Adresse : Place du Général-de-Gaulle,64170,Artix | Tél : 05 59 83 29 50 | Fax : 05 59 83 29 59",http://www.mairie-artix.fr,mairie
mairie-40014-01,Mairie - Arue 40014-01,mairiearue@wanadoo.fr,"Adresse : 1 place de la Mémoire,40120,Arue | Tél : 05 58 45 64 88 | Fax : 05 58 45 64 56",http://www.arue.fr,mairie
mairie-18008-01,Mairie - Arçay 18008-01,mairie.arcay@wanadoo.fr,"Adresse : 10 Grande rue, 18340, Arçay | Tél : 02 48 25 31 77 | Fax : ",http://www.arcay-cher.fr,mairie
mairie-86008-01,Mairie - Arçay 86008-01,arcay@departement86.fr,"Adresse : Route de Chasseigne,86200,Arçay | Tél : 05 49 98 18 08 | Fax : 05 49 98 18 08",,mairie
mairie-86012-01,Mairie - Asnois 86012-01,asnois@departement86.fr,"Adresse : Le Bourg,86250,Asnois | Tél : 05 49 87 51 43 | Fax : 05 49 87 51 43",http://asnois86.free.fr,mairie
mairie-58016-01,Mairie - Asnois 58016-01,communeasnois@wanadoo.fr,"Adresse : 5 rue du Château,58190,Asnois | Tél : 03 86 24 28 33 | Fax : ",http://www.asnois58.fr,mairie
mairie-57034-01,Mairie - Aspach 57034-01,commune.aspach@orange.fr,"Adresse : Rue Principale,57790,Aspach | Tél : 03 87 24 97 92 | Fax : 03 87 24 97 92",,mairie
mairie-68010-01,Mairie - Aspach 68010-01,mairie.aspach@wanadoo.fr,"Adresse : Place de l'Église,68130,Aspach | Tél : 03 89 40 92 02 | Fax : 03 89 40 92 47",http://www.parole-aspach.fr,mairie
mairie-06006-01,Mairie - Aspremont 06006-01,mairiedaspremont@wanadoo.fr,"Adresse : 21 avenue Caravadossi, 6790, Aspremont | Tél : 04 93 08 00 01 | Fax : 04 93 08 34 73",http://www.aspremont.fr,mairie
mairie-05008-01,Mairie - Aspremont 05008-01,aspremont@wanadoo.fr,"Adresse : Route départementale 01075, 5140, Aspremont | Tél : 04 92 58 64 27 | Fax : 04 92 58 64 27",,mairie
mairie-33016-01,Mairie - Asques 33016-01,asquesmairie@orange.fr,"Adresse : 95 rue de l'École,33240,Asques | Tél : 05 57 58 15 72 | Fax : ",http://www.mairie-asques.com,mairie
mairie-82004-01,Mairie - Asques 82004-01,mairie-asques@info82.com,"Adresse : Le Bourg,82120,Asques | Tél : 05 63 94 00 82 | Fax : 05 63 94 00 82",,mairie
mairie-89022-01,Mairie - Athie 89022-01,mairie.athie@orange.fr,"Adresse : Place de la Mairie,89440,Athie | Tél : 03 86 32 14 43 | Fax : ",,mairie
mairie-21029-01,Mairie - Athie 21029-01,mairie-athie@orange.fr,"Adresse : 24 Grande rue, 21500, Athie | Tél : 03 80 96 73 11 | Fax : ",,mairie
mairie-80034-01,Mairie - Athies 80034-01,mairieathies@orange.fr,"Adresse : 2 rue du Dessous,80200,Athies | Tél : 03 22 85 61 95 | Fax : ",http://www.commune-athies.fr,mairie
mairie-62042-01,Mairie - Athies 62042-01,mairieathies-62@orange.fr,"Adresse : Place Maréchal-Foch,62223,Athies | Tél : 03 21 55 42 02 | Fax : 03 21 58 33 56",http://www.athies.fr,mairie
mairie-53012-01,Mairie - Athée 53012-01,athee@wanadoo.fr,"Adresse : 2 route de Livré,53400,Athée | Tél : 02 43 06 11 54 | Fax : 02 77 41 05 41",http://www.athee-mayenne.fr,mairie
mairie-21028-01,Mairie - Athée 21028-01,mairie-d-athee@wanadoo.fr,"Adresse : 3 A rue du Centre, 21130, Athée | Tél : 03 80 37 35 33 | Fax : ",http://www.athee-21.fr,mairie
mairie-88016-01,Mairie - Attigny 88016-01,mairie-attigny@orange.fr,"Adresse : 22 rue de Darney,88260,Attigny | Tél : 03 29 09 35 52 | Fax : 03 29 09 35 52",,mairie
mairie-08025-01,Mairie - Attigny 08025-01,mairie-d-attigny@wanadoo.fr,"Adresse : 1 place Charlemagne, 8130, Attigny | Tél : 03 24 71 20 68 | Fax : 03 24 71 94 00",http://www.attigny.fr,mairie
mairie-57037-01,Mairie - Aube 57037-01,secretariat@mairie-aube.fr,"Adresse : 35 rue Principale,57580,Aube | Tél : 03 87 64 46 57 | Fax : ",http://www.mairie-aube.fr,mairie
mairie-61008-01,Mairie - Aube 61008-01,aubemairie@wanadoo.fr,"Adresse : 89 route de Paris, 61270,Aube | Tél : 02 33 84 11 45 | Fax : 02 33 84 11 49",http://aube61.unblog.fr,mairie
mairie-33017-01,Mairie - Aubiac 33017-01,mairie.aubiac@orange.fr,"Adresse : Haut Bourg,33430,Aubiac | Tél : 05 56 25 29 29 | Fax : 05 56 25 92 80",http://aubiac33.fr,mairie
mairie-47016-01,Mairie - Aubiac 47016-01,commune.aubiac.47@wanadoo.fr,"Adresse : 8 rue du Placier,47310,Aubiac | Tél : 05 53 67 85 52 | Fax : 05 53 67 06 50",http://www.commune-aubiac.fr,mairie
mairie-14025-01,Mairie - Aubigny 14025-01,mairieaubigny@wanadoo.fr,"Adresse : 5 rue de l'Église, 14700, Aubigny | Tél : 02 31 40 00 53 | Fax : 02 31 40 00 53",,mairie
mairie-79019-01,Mairie - Aubigny 79019-01,mairie.aubigny79@orange.fr,"Adresse : 3 rue André-Ganne,79390,Aubigny | Tél : 05 49 69 81 13 | Fax : 05 49 69 81 13",,mairie
mairie-03009-01,Mairie - Aubigny 03009-01,mairie-aubigny@pays-allier.com,"Adresse : Le Bourg, 3460, Aubigny | Tél : 04 70 47 06 28 | Fax : 04 70 47 06 28",,mairie
mairie-80036-01,Mairie - Aubigny 80036-01,mairie-aubigny@wanadoo.fr,"Adresse : 1 place Roger-Salengro,80800,Aubigny | Tél : 03 22 48 36 19 | Fax : 03 22 96 92 01",,mairie
mairie-79018-01,Mairie - Aubigné 79018-01,mairie-aubigne@paysmellois.org,"Adresse : 14 rue des Écoles,79110,Aubigné | Tél : 05 49 07 41 52 | Fax : ",,mairie
mairie-35007-01,Mairie - Aubigné 35007-01,mairie.aubigne@wanadoo.fr,"Adresse : 3 rue de la Mairie,35250,Aubigné | Tél : 02 99 55 26 49 | Fax : ",http://www.aubigne.fr,mairie
mairie-12013-01,Mairie - Aubin 12013-01,mairie-aubin@wanadoo.fr,"Adresse : 1 place Maruéjouls, 12110, Aubin | Tél : 05 65 63 14 11 | Fax : 05 65 63 78 57",http://www.villedaubin.fr,mairie
mairie-64073-01,Mairie - Aubin 64073-01,mairie.aubin01@orange.fr,"Adresse : Route départementale 210,64230,Aubin | Tél : 05 59 77 13 45 | Fax : 05 59 77 13 45",,mairie
mairie-61011-01,Mairie - Aubusson 61011-01,aubusson2@wanadoo.fr,"Adresse : Place Major-Ned-Thornburn, 61100,Aubusson | Tél : 02 33 64 98 41 | Fax : ",,mairie
mairie-23008-01,Mairie - Aubusson 23008-01,secretariat@ville-aubusson.fr,"Adresse : 50 Grande rue, 23200, Aubusson | Tél : 05 55 83 08 00 | Fax : 05 55 66 12 20",http://www.aubusson.fr,mairie
mairie-82005-01,Mairie - Aucamville 82005-01,mairie-aucamville@info82.com,"Adresse : 5 place de la Liberté,82600,Aucamville | Tél : 05 63 02 51 98 | Fax : 05 63 02 71 04",http://www.aucamville.fr,mairie
mairie-31022-01,Mairie - Aucamville 31022-01,mairie@ville-aucamville.fr,"Adresse : Place Jean-Bazerque, 31140,Aucamville | Tél : 05 62 75 94 94 | Fax : 05 62 75 94 98",http://www.ville-aucamville.fr,mairie
mairie-85009-01,Mairie - Auchay-sur-Vendée 85009-01,secretariat@auchaysurvendee.fr,"Adresse : Auzay - 34 rue Jacques-de-Maupeou,85200,Auchay-sur-Vendée | Tél : 02 51 51 82 03 | Fax : 02 51 51 96 93",http://www.auzay.fr,mairie
mairie-85009-02,Mairie - Auchay-sur-Vendée 85009-02,comptabilite@auchaysurvendee.fr,"Adresse : Mairie déléguée de Chaix - 30 route de Fontaines,85200,Auchay-sur-Vendée | Tél : 02 51 51 88 07 | Fax : 02 51 51 82 18",,mairie
mairie-23009-01,Mairie - Auge 23009-01,communedauge@orange.fr,"Adresse : Le Bourg, 23170, Auge | Tél : 05 55 65 73 34 | Fax : ",,mairie
mairie-08030-01,Mairie - Auge 08030-01,mairie.auge@outloock.fr,"Adresse : 1 place de l'Église, 8380, Auge | Tél : 06 15 11 47 49 | Fax : ",,mairie
mairie-02036-01,Mairie - Augy 02036-01,mairie.augy@wanadoo.fr,"Adresse : 5,  la Grande Rue, 2220, Augy | Tél : 03 23 74 11 50 | Fax : ",,mairie
mairie-89023-01,Mairie - Augy 89023-01,mairie-augy89@wanadoo.fr,"Adresse : 3 rue Paul-Visse,89290,Augy | Tél : 03 86 53 85 90 | Fax : 03 86 53 64 23",http://www.augy89.fr,mairie
mairie-30022-01,Mairie - Aujac 30022-01,communeaujac@ozone.net,"Adresse : Place de la Mairie,30450,Aujac | Tél : 04 66 61 15 51 | Fax : ",http://aujac.fr,mairie
mairie-17023-01,Mairie - Aujac 17023-01,secretariat@mairie-aujac17.fr,"Adresse : 3 rue de la Mairie, 17770, Aujac | Tél : 05 46 25 01 66 | Fax : 05 46 25 07 41",,mairie
mairie-63160-01,Mairie - Aulhat-Flat 63160-01,mairieaulhat-flat@orange.fr,"Adresse : Flat - 2 place de l'Amour,63500,Aulhat-Flat | Tél : 04 73 71 53 57 | Fax : 04 73 71 84 90",http://63160.web63.fr,mairie
mairie-63160-02,Mairie - Aulhat-Flat 63160-02,mairie.aulhat@orange.fr,"Adresse : 2 route de Manglieu,63500,Aulhat-Flat | Tél : 04 73 71 52 95 | Fax : 04 73 71 52 95",http://www.aulhat-saint-privat.fr,mairie
mairie-10017-01,Mairie - Aulnay 10017-01,mairie.aulnay10@wanadoo.fr,"Adresse : Rue du Petit-Aulnay, 10240, Aulnay | Tél : 03 25 27 47 60 | Fax : 03 25 27 47 60",,mairie
mairie-86013-01,Mairie - Aulnay 86013-01,mairieaulnay86@orange.fr,"Adresse : 2 rue de Saint-Clair,86330,Aulnay | Tél : 05 49 22 75 13 | Fax : 05 49 22 75 13",,mairie
mairie-23011-01,Mairie - Aulon 23011-01,commune.aulon@wanadoo.fr,"Adresse : 1 place Jean-Caillaud, 23210, Aulon | Tél : 05 55 62 01 34 | Fax : 05 55 62 01 34",,mairie
mairie-65046-01,Mairie - Aulon 65046-01,communeaulon@wanadoo.fr,"Adresse : Place du Village,65240,Aulon | Tél : 05 62 39 96 83 | Fax : ",,mairie
mairie-31023-01,Mairie - Aulon 31023-01,mairie.aulon@wanado.fr,"Adresse : Place de la Mairie, 31420,Aulon | Tél : 05 61 98 95 62 | Fax : ",,mairie
mairie-39028-01,Mairie - Aumont 39028-01,commune.aumont.jura@wanadoo.fr,"Adresse : 1 route de Genève,39800,Aumont | Tél : 03 84 37 50 61 | Fax : ",,mairie
mairie-80041-01,Mairie - Aumont 80041-01,mairiedeaumont@orange.fr,"Adresse : Rue d'Hornoy,80640,Aumont | Tél : 03 22 90 26 05 | Fax : ",,mairie
mairie-40019-01,Mairie - Aureilhan 40019-01,contact@aureilhan40.fr,"Adresse : 40 chemin de la Mairie,40200,Aureilhan | Tél : 05 58 09 03 39 | Fax : 05 58 09 38 23",http://www.aureilhan40.fr,mairie
mairie-65047-01,Mairie - Aureilhan 65047-01,mairie.aureilhan@ville-aureilhan.fr,"Adresse : Place François-Mitterrand,65800,Aureilhan | Tél : 05 62 38 91 50 | Fax : 05 62 38 91 59",http://www.ville-aureilhan.fr,mairie
mairie-84005-01,Mairie - Aurel 84005-01,aurel.mairie@orange.fr,"Adresse : Le Village,84390,Aurel | Tél : 04 90 64 00 76 | Fax : 04 90 64 02 74",http://www.mairie-aurel.fr,mairie
mairie-26019-01,Mairie - Aurel 26019-01,mairie.aurel26@orange.fr,"Adresse : Le Village, 26340, Aurel | Tél : 04 75 21 73 84 | Fax : ",http://www.aurel-drome.fr,mairie
mairie-32017-01,Mairie - Aurensan 32017-01,mairie-aurensan@orange.fr,"Adresse : 1 chemin du Moulin,32400,Aurensan | Tél : 05 62 09 40 57 | Fax : 05 62 09 40 57",,mairie
mairie-65048-01,Mairie - Aurensan 65048-01,commune.aurensan@wanadoo.fr,"Adresse : 2 place François-Mitterrand,65390,Aurensan | Tél : 05 62 33 47 33 | Fax : ",,mairie
mairie-11020-01,Mairie - Auriac 11020-01,auriac.mairie@orange.fr,"Adresse : Le Village, 11330, Auriac | Tél : 04 68 70 01 38 | Fax : 04 68 68 04 41",,mairie
mairie-19014-01,Mairie - Auriac 19014-01,commune.auriac@orange.fr,"Adresse : Le Bourg, 19220, Auriac | Tél : 05 55 28 23 02 | Fax : 05 55 28 29 82",http://www.auriac.fr,mairie
mairie-64078-01,Mairie - Auriac 64078-01,mairieauriac@orange.fr,"Adresse : Route de Sévignacq,64450,Auriac | Tél : 05 59 04 39 39 | Fax : ",,mairie
mairie-31033-01,Mairie - Auterive 31033-01,maire@auterive-ville.fr,"Adresse : Place du 11-Novembre-01918, 31190,Auterive | Tél : 05 61 50 96 70 | Fax : 05 61 50 96 71",http://www.auterive31.fr,mairie
mairie-82006-01,Mairie - Auterive 82006-01,mairie-auterive@info82.com,"Adresse : Le Bourg,82500,Auterive | Tél : 05 63 65 35 06 | Fax : ",,mairie
mairie-32019-01,Mairie - Auterrive 32019-01,commune.auterrive@orange.fr,"Adresse : Rue Nenous,32550,Auterrive | Tél : 05 62 05 68 97 | Fax : 05 62 61 01 56",,mairie
mairie-64082-01,Mairie - Auterrive 64082-01,mairie.auterrive@wanadoo.fr,"Adresse : 3 place de l'Église,64270,Auterrive | Tél : 05 59 38 43 95 | Fax : 05 59 38 43 95",,mairie
mairie-80043-01,Mairie - Authie 80043-01,mairie@authie.fr,"Adresse : 10 rue de l'Abbaye,80560,Authie | Tél : 03 22 76 46 80 | Fax : 03 22 76 71 11",,mairie
mairie-14030-01,Mairie - Authie 14030-01,mairieauthie@wanadoo.fr,"Adresse : Place des 37-Canadiens, 14280, Authie | Tél : 02 31 71 11 00 | Fax : 02 31 71 11 01",http://www.mairieauthie.fr,mairie
mairie-41007-01,Mairie - Authon 41007-01,mairie.authon@wanadoo.fr,"Adresse : Place de la Mairie, 41310,Authon | Tél : 02 54 80 33 43 | Fax : 02 54 80 33 88",https://authon.fr,mairie
mairie-04016-01,Mairie - Authon 04016-01,mairie-authon@orange.fr,"Adresse : Le Village, 4200, Authon | Tél : 04 92 61 42 47 | Fax : 04 92 61 59 45",,mairie
mairie-02041-01,Mairie - Autreville 02041-01,mairie.autreville02@wanadoo.fr,"Adresse : 128 rue de la République, 2300, Autreville | Tél : 03 23 52 06 28 | Fax : 03 23 38 13 45",,mairie
mairie-88020-01,Mairie - Autreville 88020-01,mairieautreville88@orange.fr,"Adresse : 4 rue de la Bogerie,88300,Autreville | Tél : 03 83 52 07 17 | Fax : 03 83 52 07 17",,mairie
mairie-54032-01,Mairie - Autrey 54032-01,autreysurmadon@wanadoo.fr,"Adresse : 1 place de la Mairie,54160,Autrey | Tél : 03 83 25 07 65 | Fax : ",,mairie
mairie-88021-01,Mairie - Autrey 88021-01,mairie.autrey@orange.fr,"Adresse : 15 rue du Saint-Florent,88700,Autrey | Tél : 03 29 65 70 12 | Fax : ",,mairie
mairie-43015-01,Mairie - Auvers 43015-01,mairie.auvers@wanadoo.fr,"Adresse : Le Bourg,43300,Auvers | Tél : 04 71 77 66 79 | Fax : 04 71 77 66 79",,mairie
mairie-50023-01,Mairie - Auvers 50023-01,auvers.mairie@wanadoo.fr,"Adresse : 26 route de l'Église,50500,Auvers | Tél : 02 33 42 06 02 | Fax : ",,mairie
mairie-10018-01,Mairie - Auxon 10018-01,mairie.auxon@wanadoo.fr,"Adresse : 1 rue de la Mairie, 10130, Auxon | Tél : 03 25 42 11 61 | Fax : 03 25 42 12 55",http://www.auxon.fr,mairie
mairie-70044-01,Mairie - Auxon 70044-01,auxon-les-vesoul@wanadoo.fr,"Adresse : 4 rue des Cannes,70000,Auxon | Tél : 03 84 76 61 81 | Fax : ",,mairie
mairie-71015-01,Mairie - Auxy 71015-01,mairie-auxy71@orange.fr,"Adresse : 16 rue du Bourg, 71400,Auxy | Tél : 03 85 54 77 99 | Fax : 03 85 54 77 99",http://www.auxy71.fr,mairie
mairie-45018-01,Mairie - Auxy 45018-01,mairieauxy@orange.fr,"Adresse : 12 rue Principale,45340,Auxy | Tél : 02 38 96 70 89 | Fax : 02 38 96 41 99",http://www.auxy.fr,mairie
mairie-08038-01,Mairie - Avançon 08038-01,commune.avancon@wanadoo.fr,"Adresse : 2 rue Achille-Monceau, 8300, Avançon | Tél : 03 24 38 82 57 | Fax : 03 24 72 79 35",,mairie
mairie-05011-01,Mairie - Avançon 05011-01,mairieavancon@wanadoo.fr,"Adresse : Le Village, 5230, Avançon | Tél : 04 92 50 30 14 | Fax : ",http://avancon.valleedelavance.com,mairie
mairie-88023-01,Mairie - Avillers 88023-01,avillers.mairie@orange.fr,"Adresse : 1 rue des Forgerons,88500,Avillers | Tél : 03 29 39 52 07 | Fax : 03 29 39 52 07",,mairie
mairie-54033-01,Mairie - Avillers 54033-01,mairiedavillers@orange.fr,"Adresse : 6 rue de la Mairie,54490,Avillers | Tél : 03 82 21 97 25 | Fax : ",,mairie
mairie-77014-01,Mairie - Avon 77014-01,marie-noelle.mateo@avon77.com,"Adresse : 8 rue Père-Maurice,77216,Avon Cedex | Tél : 01 60 71 20 00 | Fax : 01 60 71 20 70",http://www.avon77.com,mairie
mairie-79023-01,Mairie - Avon 79023-01,mairie.d.avon@ozone.net,"Adresse : Thorigné,79800,Avon | Tél : 05 49 76 35 38 | Fax : 05 49 76 35 38",,mairie
mairie-88024-01,Mairie - Avrainville 88024-01,mairie-avrainville@orange.fr,"Adresse : 14 Grande rue,88130,Avrainville | Tél : 03 29 38 90 23 | Fax : 03 29 38 90 23",http://www.avrainville-88.fr,mairie
mairie-54034-01,Mairie - Avrainville 54034-01,mairie.avrainville54@wanadoo.fr,"Adresse : 33 Grande rue,54385,Avrainville | Tél : 03 83 62 94 67 | Fax : ",,mairie
mairie-91041-01,Mairie - Avrainville 91041-01,mairie@avrainville.fr,"Adresse : Château du Merle-Blanc - 1 rue du Parc, 91630,Avrainville | Tél : 01 64 91 30 08 | Fax : 01 60 82 06 88",http://www.avrainville.fr,mairie
mairie-60035-01,Mairie - Avricourt 60035-01,mairieavricourt@wanadoo.fr,"Adresse : 1 rue de l'Enseigne-Balny,60310,Avricourt | Tél : 03 44 43 41 15 | Fax : 03 44 43 21 64",,mairie
mairie-57042-01,Mairie - Avricourt 57042-01,mairie-avricourt@wanadoo.fr,"Adresse : 111 rue de la Chapelle,57810,Avricourt | Tél : 03 87 24 60 33 | Fax : ",http://www.avricourt57.fr,mairie
mairie-54035-01,Mairie - Avricourt 54035-01,mairie.avricourt54@gmail.com,"Adresse : 13 Grande rue,54450,Avricourt | Tél : 03 83 42 31 01 | Fax : 03 83 42 39 62",http://avricourt54.e-monsite.com,mairie
mairie-61021-01,Mairie - Avrilly 61021-01,mairie-avrilly@wanadoo.fr,"Adresse : Le Bourg, 61700,Avrilly | Tél : 02 33 38 10 83 | Fax : ",,mairie
mairie-03014-01,Mairie - Avrilly 03014-01,mairie-avrilly@pays-allier.com,"Adresse : Le Bourg, 3130, Avrilly | Tél : 04 70 55 30 21 | Fax : ",http://avrilly.interco-abl.fr,mairie
mairie-85010-01,Mairie - Avrillé 85010-01,mairie.avrille85@wanadoo.fr,"Adresse : 2 avenue du Général-de-Gaulle,85440,Avrillé | Tél : 02 51 22 32 22 | Fax : 02 51 22 35 93",http://www.avrille85.fr,mairie
mairie-49015-01,Mairie - Avrillé 49015-01,avrille.cada@ville-avrille.fr,"Adresse : 1 esplanade de l'Hôtel-de-Ville - CS 50109,49241,Avrillé Cedex | Tél : 02 41 37 41 00 | Fax : ",http://www.ville-avrille.fr,mairie
mairie-63024-01,Mairie - Avèze 63024-01,commune_aveze@orange.fr,"Adresse : Le Bourg,63690,Avèze | Tél : 04 73 21 11 80 | Fax : 04 73 21 11 80",,mairie
mairie-30026-01,Mairie - Avèze 30026-01,maveze@wanadoo.fr,"Adresse : Mairie,30120,Avèze | Tél : 04 67 81 04 02 | Fax : 04 67 81 90 06",,mairie
mairie-71016-01,Mairie - Azé 71016-01,aze-bourgogne@wanadoo.fr,"Adresse : Le Bourg, 71260,Azé | Tél : 03 85 33 33 23 | Fax : ",http://www.aze.fr,mairie
mairie-41010-01,Mairie - Azé 41010-01,mairie.aze@wanadoo.fr,"Adresse : 9 rue Galette, 41100,Azé | Tél : 02 54 72 01 08 | Fax : 02 54 72 17 83",,mairie
mairie-11024-01,Mairie - Bages 11024-01,info@bages.fr,"Adresse : Place Juin-01907, 11100, Bages | Tél : 04 68 41 38 90 | Fax : 04 68 42 83 03",http://www.bages.fr,mairie
mairie-66011-01,Mairie - Bages 66011-01,mairie@bages66.fr,"Adresse : 22 avenue Jean-Jaurès,66670,Bages | Tél : 04 68 21 71 25 | Fax : 04 68 37 50 27",http://www.bages66.fr,mairie
mairie-03015-01,Mairie - Bagneux 03015-01,mairie-bagneux@pays-allier.com,"Adresse : 1 Grand'rue, 3460, Bagneux | Tél : 04 70 43 30 62 | Fax : 04 70 43 30 62",,mairie
mairie-51032-01,Mairie - Bagneux 51032-01,commune.bagneux@orange.fr,"Adresse : 1 Grande rue, 51260,Bagneux | Tél : 03 26 80 04 14 | Fax : 03 26 80 04 14",,mairie
mairie-54041-01,Mairie - Bagneux 54041-01,mairie.bagneux54@gmail.com,"Adresse : 7 rue de la Mairie,54170,Bagneux | Tél : 03 83 52 09 93 | Fax : ",http://bagneux54.org,mairie
mairie-92007-01,Mairie - Bagneux 92007-01,vamaille@mairie-bagneux.fr,"Adresse : 57 avenue Henri-Ravera,92220,Bagneux | Tél : 01 42 31 60 00 | Fax : 01 42 31 60 01",http://www.bagneux92.fr,mairie
mairie-36011-01,Mairie - Bagneux 36011-01,mairie5@wanadoo.fr,"Adresse : 5 rue Fontaine-Saint-Clair,36210,Bagneux | Tél : 02 54 40 63 53 | Fax : 02 54 40 69 89",,mairie
mairie-69017-01,Mairie - Bagnols 69017-01,mairie@bagnols.org,"Adresse : Place de la Mairie,69620,Bagnols | Tél : 04 74 71 70 17 | Fax : 04 74 71 85 23",http://www.bagnols.net,mairie
mairie-63028-01,Mairie - Bagnols 63028-01,mairie.bagnols63@wanadoo.fr,"Adresse : Le Bourg,63810,Bagnols | Tél : 04 73 22 20 04 | Fax : ",http://www.bagnols63.fr,mairie
mairie-33025-01,Mairie - Baigneaux 33025-01,communede.baigneaux@wanadoo.fr,"Adresse : 2 rue Yvonne-de-la-Seiglière,33760,Baigneaux | Tél : 05 56 23 97 50 | Fax : 05 56 23 97 50",,mairie
mairie-28019-01,Mairie - Baigneaux 28019-01,mairie-de-baigneaux@orange.fr,"Adresse : 7 rue de Patay, 28140, Baigneaux | Tél : 02 37 99 44 06 | Fax : ",,mairie
mairie-59043-01,Mairie - Bailleul 59043-01,mairie@ville-bailleul.fr,"Adresse : 16 Grande place du Général-de-Gaulle - BP 9,59270,Bailleul | Tél : 03 28 50 06 00 | Fax : 03 28 50 06 01",http://www.ville-bailleul.fr,mairie
mairie-80051-01,Mairie - Bailleul 80051-01,bailleul.mairie@wanadoo.fr,"Adresse : 1 rue de Bellifontaine,80490,Bailleul | Tél : 03 22 28 60 48 | Fax : 03 22 28 60 48",,mairie
mairie-61023-01,Mairie - Bailleul 61023-01,commune-de-bailleul@wanadoo.fr,"Adresse : La Croix, 61160,Bailleul | Tél : 02 33 67 03 51 | Fax : ",,mairie
mairie-60043-01,Mairie - Bailly 60043-01,mairie.bailly60@orange.fr,"Adresse : 1 rue du Fort,60170,Bailly | Tél : 03 44 75 22 11 | Fax : 03 44 75 39 60",,mairie
mairie-78043-01,Mairie - Bailly 78043-01,mairie@mairie-bailly.fr,"Adresse : 1 rue des Chênes,78870,Bailly | Tél : 01 30 80 07 55 | Fax : ",http://www.mairie-bailly.fr,mairie
mairie-53016-01,Mairie - Bais 53016-01,bais53@wanadoo.fr,"Adresse : 2 avenue Auguste-Janvier - BP 1,53160,Bais | Tél : 02 43 37 90 38 | Fax : 02 43 37 01 81",http://www.bais.mairie53.fr,mairie
