#id,name,request_email,notes,home_page,tag_string
mairie-71516-01,Mairie - Serley,mairie.serley@wanadoo.fr,"Adresse : Le Bourg, 71310,Serley | Tél : 03 85 76 12 40 | Fax : 03 85 76 16 75",http://www.serley71.fr,mairie
pif-71306-01,Point info famille - Montceau-les-Mines,pif@montceaulesmines.fr,"Adresse : Espace social le Trait d'Union - 7 rue de Mâcon, 71300,Montceau-les-Mines | Tél : 03 85 67 90 70 | Fax : 03 85 67 90 74",,pif
pif-71475-01,Point info famille - Saint-Rémy,pij-pif@orange.fr,"Adresse : L'Escale - Maison Georges-Brassens, 71100,Saint-Rémy | Tél : 03 85 48 84 37 | Fax : ",,pif
pif-71540-01,Point info famille - Torcy,maison.des.familles@torcy71.fr,"Adresse : Centre communal d'action sociale (CCAS) - Avenue de l'Europe, 71210,Torcy | Tél : 03 85 73 94 10 | Fax : ",,pif
pmi-71014-01,Centre de protection maternelle et infantile (PMI) - Autun,mds.autun@cg71.fr,"Adresse : Maison départementale des solidarités - 4 rue de Parpas, 71400,Autun | Tél : 03 85 86 54 44 | Fax : 03 85 52 42 74",http://www.cg71.fr,pmi
pmi-71076-01,Centre de protection maternelle et infantile (PMI) - Chalon-sur-Saône,tas.chalon@cg71.fr,"Adresse : 52 rue Pierre-Deliry, 71100,Chalon-sur-Saône | Tél : 03 85 98 28 10 | Fax : ",http://www.saoneetloire71.fr,pmi
pmi-71270-01,Centre de protection maternelle et infantile (PMI) - Mâcon,mds.macon@cg71.fr,"Adresse : Maison départementale de la solidarité - 268 rue des Épinoches, 71000,Mâcon | Tél : 03 85 21 65 00 | Fax : 03 85 38 08 81",,pmi
prefecture_greffe_associations-71014-01,Greffe des associations - Saône-et-Loire (Autun),spresse-autun.pref71@saone-et-loire.gouv.fr,"Adresse : Sous-préfecture d'Autun - 21 rue de l'Arquebuse - BP 132, 71402,Autun Cedex | Tél : 03 85 21 81 00 | Fax : 03 85 86 93 13",http://www.saone-et-loire.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-71076-01,Greffe des associations - Saône-et-Loire (Chalon-sur-Saône),pref-associations@saone-et-loire.gouv.fr,"Adresse : Sous-préfecture de Chalon-sur-Saône - 28 rue Général-Leclerc - BP 30106, 71321,Chalon-sur-Saône | Tél : 03 85 42 55 55 | Fax : 03 85 42 55 62",http://www.saone-et-loire.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-71106-01,Greffe des associations - Saône-et-Loire (Charolles),spref-charolles.pref71@saone-et-loire.gouv.fr,"Adresse : Sous-préfecture de Charolles - 28 rue de la Madeleine, 71120,Charolles | Tél : 03 85 88 02 53 | Fax : 03 85 88 02 79",http://www.saone-et-loire.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-71263-01,Greffe des associations - Saône-et-Loire (Louhans),marieline.bert@saone-et-loire.gouv.fr,"Adresse : Maison de l'État - 11 rue des Bordes - BP 91, 71503,Louhans Cedex | Tél : 03 85 75 77 76 | Fax : 03 85 75 77 70",http://www.saone-et-loire.gouv.fr,prefecture_greffe_associations
prefecture_greffe_associations-71270-01,Greffe des associations - Saône-et-Loire (Mâcon),pref-associations@saone-et-loire.gouv.fr,"Adresse : Préfecture de Saône-et-Loire - 196 rue de Strasbourg, 71021,Mâcon Cedex 9 | Tél : 03 85 21 81 00 | Fax : ",http://www.saone-et-loire.gouv.fr,prefecture_greffe_associations
sie-71014-01,Service des impôts des entreprises du centre des finances publiques d'Autun,sip-sie.autun@dgfip.finances.gouv.fr,"Adresse : 16 rue de l'Arquebuse, 71407,Autun Cedex | Tél : 03 85 86 40 00 | Fax : ",http://www.impots.gouv.fr,sie
sie-71076-01,Service des impôts des entreprises du centre des finances publiques de Chalon-sur-Saône,sie.chalon-sur-saone@dgfip.finances.gouv.fr,"Adresse : 11 avenue Pierre-Nugue, 71333,Chalon-sur-Saône Cedex | Tél : 03 85 41 71 71 | Fax : ",http://www.impots.gouv.fr,sie
sie-71106-01,Service des impôts des entreprises du centre des finances publiques de Charolles,sip-sie.charolles@dgfip.finances.gouv.fr,"Adresse : 6 avenue Bayard, 71120,Charolles | Tél : 03 85 88 29 00 | Fax : 03 85 88 29 18",http://www.impots.gouv.fr,sie
sie-71153-01,Service des impôts des entreprises du centre des finances publiques du Creusot,sip-sie.le-creusot@dgfip.finances.gouv.fr,"Adresse : 5 allée Jean-Perrin - BP 701017, 71202,Le Creusot Cedex | Tél : 03 85 77 40 00 | Fax : ",http://www.impots.gouv.fr,sie
sie-71263-01,Service des impôts des entreprises du centre des finances publiques de Louhans,sip-sie.louhans@dgfip.finances.gouv.fr,"Adresse : 39 rue des Bordes, 71500,Louhans | Tél : 03 85 76 47 47 | Fax : 03 85 76 47 23",http://www.impots.gouv.fr,sie
sie-71270-01,Service des impôts des entreprises du centre des finances publiques de Mâcon,sie.macon@dgfip.finances.gouv.fr,"Adresse : CS 60225 - Cité administrative - 24 boulevard Henri-Dunant, 71025,Mâcon Cedex | Tél : 03 85 22 54 00 | Fax : ",http://www.impots.gouv.fr,sie
sie-71306-01,Service des impôts des entreprises du centre des finances publiques de Montceau-les-Mines,sip-sie.montceau-les-mines@dgfip.finances.gouv.fr,"Adresse : 20 boulevard de Lattre-de-Tassigny - BP 194, 71307,Montceau-les-Mines | Tél : 03 85 67 42 00 | Fax : ",http://www.impots.gouv.fr,sie
sie-71342-01,Service des impôts des entreprises du centre des finances publiques de Paray-le-Monial,sip-sie.paray-le-monial@dgfip.finances.gouv.fr,"Adresse : 1 rue Pierre-Lathuilière, 71604,Paray-le-Monial Cedex | Tél : 03 85 81 91 00 | Fax : 03 85 81 91 09",http://www.impots.gouv.fr,sie
sous_pref-71014-01,Sous-préfecture d'Autun,spref-autun.pref71@saone-et-loire.gouv.fr,"Adresse : 21, rue de l'Arquebuse - BP 132, 71402,Autun Cedex | Tél : 03 85 86 93 10 | Fax : +33 3 85 86 93 13",http://www.saone-et-loire.gouv.fr,sous_pref
sous_pref-71106-01,Sous-préfecture de Charolles,spref-charolles.pref71@saone-et-loire.pref.gouv.fr,"Adresse : 28, rue de la Madeleine, 71120,Charolles | Tél : 03 85 88 02 50 | Fax : +33 3 85 88 02 79",http://www.saone-et-loire.gouv.fr,sous_pref
sous_pref-71263-01,Sous-préfecture de Louhans,sous-prefecture-de-louhans@saone-et-loire.gouv.fr,"Adresse : 11, rue des Bordes - BP 91, 71503,Louhans Cedex | Tél : 03 85 75 77 77 | Fax : +33 3 85 75 77 70",http://www.saone-et-loire.gouv.fr,sous_pref
tresorerie-71014-01,Trésorerie d'Autun,t071058@dgfip.finances.gouv.fr,"Adresse : 16 rue de l'Arquebuse - CS 60131, 71407,Autun | Tél : 03 85 86 56 00 | Fax : 03 85 52 11 75",http://www.impots.gouv.fr,tresorerie
tresorerie-71047-01,Trésorerie de Bourbon-Lancy,t071002@dgfip.finances.gouv.fr,"Adresse : 1 place de l'Église, 71140,Bourbon-Lancy | Tél : 03 85 89 00 21 | Fax : 03 85 89 92 23",http://www.impots.gouv.fr,tresorerie
tresorerie-71070-01,Trésorerie de Buxy,t071047@dgfip.finances.gouv.fr,"Adresse : Place du Carcabot, 71390,Buxy | Tél : 03 85 92 13 78 | Fax : 03 85 92 00 43",http://www.impots.gouv.fr,tresorerie
tresorerie-71073-01,Trésorerie de Chagny,t071048@dgfip.finances.gouv.fr,"Adresse : 7 rue de l'Artichaut, 71150,Chagny | Tél : 03 85 87 21 75 | Fax : 03 85 87 03 90",http://www.impots.gouv.fr,tresorerie
tresorerie-71076-01,Trésorerie de Chalon Périphérie,t071049@dgfip.finances.gouv.fr,"Adresse : 3 rue Pierre-Mendes-France - BP 124, 71321,Chalon-sur-Saône Cedex | Tél : 03 85 48 09 94 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71090-01,Trésorerie de La Chapelle-de-Guinchay,t071003@dgfip.finances.gouv.fr,"Adresse : 67 route du Vieux-Moulin - BP 22, 71570,La Chapelle-de-Guinchay | Tél : 03 85 36 79 88 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71106-01,Trésorerie de Charolles,t071004@dgfip.finances.gouv.fr,"Adresse : 6 avenue Bayard, 71120,Charolles | Tél : 03 85 24 02 73 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71120-01,Trésorerie de Chauffailles,t071005@dgfip.finances.gouv.fr,"Adresse : 6 rue Gambetta - BP 34, 71170,Chauffailles | Tél : 03 85 26 01 17 | Fax : 03 85 26 03 38",http://www.impots.gouv.fr,tresorerie
tresorerie-71133-01,Trésorerie de La Clayette,t071006@dgfip.finances.gouv.fr,"Adresse : Place de la Mairie, 71800,La Clayette | Tél : 03 85 28 03 98 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71137-01,Trésorerie de Cluny,t071007@dgfip.finances.gouv.fr,"Adresse : Rue Saint-Odile, 71250,Cluny | Tél : 03 85 59 10 89 | Fax : 03 85 59 06 26",http://www.impots.gouv.fr,tresorerie
tresorerie-71153-01,Trésorerie du Creusot,sip-sie.le-creusot@dgfip.finances.gouv.fr,"Adresse : 5 allée Jean-Perrin, 71202,Le Creusot Cedex | Tél : 03 85 77 40 00 | Fax : 03 85 77 40 34",http://www.impots.gouv.fr,tresorerie
tresorerie-71157-01,Trésorerie de Cuiseaux,t071009@dgfip.finances.gouv.fr,"Adresse : Place Puvis-de-Chavannes - BP 21, 71480,Cuiseaux | Tél : 03 85 72 70 15 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71158-01,Trésorerie de Cuisery,t071010@dgfip.finances.gouv.fr,"Adresse : Place de l'Arquebuse, 71290,Cuisery | Tél : 03 85 40 13 90 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71176-01,Trésorerie de Digoin,t071011@dgfip.finances.gouv.fr,"Adresse : 4 place de l'Hôtel-de-Ville, 71160,Digoin | Tél : 03 85 53 01 52 | Fax : 03 85 88 55 69",http://www.impots.gouv.fr,tresorerie
tresorerie-71192-01,Trésorerie de St Léger - Beuvray,t071062@dgfip.finances.gouv.fr,"Adresse : 10 rue Saint-Pierre, 71190,Etang-sur-Arroux | Tél : 03 85 82 20 75 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71230-01,Trésorerie de Gueugnon,t071012@dgfip.finances.gouv.fr,"Adresse : Quai de l'Europe - BP 28, 71130,Gueugnon | Tél : 03 85 85 09 76 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71263-01,Trésorerie de Louhans,t071014@dgfip.finances.gouv.fr,"Adresse : 39 rue des Bordes, 71500,Louhans | Tél : 03 85 76 47 47 | Fax : 03 85 76 32 21",http://www.impots.gouv.fr,tresorerie
tresorerie-71270-01,Trésorerie de Macon Municipale,t071017@dgfip.finances.gouv.fr,"Adresse : CS60225 - Cite administrative - 24 boulevard Henri Dunant, 71025,Macon Cedex | Tél : 03 85 21 01 40 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71275-01,Trésorerie de Marcigny,t071018@dgfip.finances.gouv.fr,"Adresse : 15 rue de la Chenale, 71110,Marcigny | Tél : 03 85 25 11 30 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71306-01,Trésorerie de Montceau-les-Mines,t071045@dgfip.finances.gouv.fr,"Adresse : 20 boulevard Maréchal-de-Lattre-de-Tassigny, 71307,Montceau-les-Mines | Tél : 03 85 67 42 00 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71309-01,Trésorerie de Montcenis,t071043@dgfip.finances.gouv.fr,"Adresse : 31 rue d'Autun, 71710,Montcenis | Tél : 03 85 55 35 10 | Fax : 03 85 55 05 36",http://www.impots.gouv.fr,tresorerie
tresorerie-71342-01,Trésorerie de Paray-le-Monial,t071064@dgfip.finances.gouv.fr,"Adresse : 1 rue Pierre-Lathuilière, 71604,Paray-le-Monial | Tél : 03 85 81 91 00 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71346-01,Trésorerie de Perrecy-les-Forges,t071024@dgfip.finances.gouv.fr,"Adresse : 10 Grande rue, 71420,Perrecy-les-Forges | Tél : 03 85 79 32 62 | Fax : 03 85 79 92 66",http://www.impots.gouv.fr,tresorerie
tresorerie-71351-01,Trésorerie de Pierre-de-Bresse,t071052@dgfip.finances.gouv.fr,"Adresse : 4 rue du Château, 71270,Pierre-de-Bresse | Tél : 03 85 76 24 52 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71371-01,Trésorerie de La Roche-Vineuse,t071027@dgfip.finances.gouv.fr,"Adresse : 4 rue René-Cassin, 71960,La Roche-Vineuse | Tél : 03 85 37 71 29 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71419-01,Trésorerie de Saint-Germain-du-Bois,t071053@dgfip.finances.gouv.fr,"Adresse : 47 allée de la Balme - BP 12, 71330,Saint-Germain-du-Bois | Tél : 03 85 72 00 21 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-71512-01,Trésorerie de Sennecey-le-Grand,t071055@dgfip.finances.gouv.fr,"Adresse : Rue Saint-Martin, 71240,Sennecey-le-Grand | Tél : 03 85 44 84 45 | Fax : 03 85 44 76 03",http://www.impots.gouv.fr,tresorerie
tresorerie-71543-01,Trésorerie de Tournus,t071035@dgfip.finances.gouv.fr,"Adresse : 2 rue de la Tannerie, 71700,Tournus | Tél : 03 85 51 11 67 | Fax : 03 85 51 70 52",http://www.impots.gouv.fr,tresorerie
tribunal_commerce-71270-01,Tribunal de commerce de Mâcon,rcs@greffe-tc-macon.fr,"Adresse : 9 cours Moreau, 71000,MACON | Tél : 03 85 38 04 85 | Fax : ",,tribunal_commerce
anah-72181-01,Agence nationale de l'habitat (Anah) - Sarthe,ddt-anah@sarthe.gouv.fr,"Adresse : 19 boulevard Paixhans - CS 010013,72042,Le Mans Cedex 9 | Tél : 02 72 16 40 19 | Fax : ",http://www.anah.fr,anah
apec-72181-01,Association pour l'emploi des cadres (Apec) du Mans,act.cour@apec.fr,"Adresse : Immeuble Newton - 47 avenue Frédéric-Auguste-Bartholdi,72000,Le Mans | Tél : 08 09 36 12 12 / Numéro gris : service gratuit + prix dun appel (dépend de votre opérateur, pour connaître le tarif écoutez le message en début dappel) | Fax : ",http://www.apec.fr,apec
bureau_de_douane-72181-01,Bureau de douane - Le Mans,r-le-mans@douane.finances.gouv.fr,"Adresse : 96 rue de l'Angevinière - BP 201054,72001,Le Mans Cedex 1 | Tél : 09 70 27 51 31 | Fax : 02 43 80 76 36",,bureau_de_douane
cci-72181-01,Chambre de commerce et d'industrie (CCI) - Le Mans et la Sarthe,mgauthier@lemans.cci.fr,"Adresse : 1 boulevard René-Levasseur - CS 901435,72002,Le Mans Cedex 2 | Tél : 02 43 21 00 00 | Fax : 02 43 21 00 50",http://www.lemans.sarthe.cci.fr,cci
cdg-72181-01,Centre de gestion de la fonction publique territoriale - Sarthe,accueil@cdg72.fr,"Adresse : 3 rue Paul-Beldant,72014,Le Mans Cedex 2 | Tél : 02 43 24 25 72 | Fax : 02 43 14 02 88",http://www.cdg72.fr,cdg
centre_impots_fonciers-72180-01,Centre des impôts foncier de Mamers,fip.mamers@dgfip.finances.gouv.fr,"Adresse : 13 rue aux Cordiers,72600,Mamers | Tél : 02 43 31 45 45 | Fax : ",http://www.impots.gouv.fr,centre_impots_fonciers
centre_impots_fonciers-72181-01,Centre des impôts foncier du Mans,cdif.le-mans@dgfip.finances.gouv.fr,"Adresse : 33 avenue du Général-de-Gaulle,72038,Le Mans Cedex 9 | Tél : 02 43 83 81 30 | Fax : ",http://www.impots.gouv.fr,centre_impots_fonciers
chambre_agriculture-72181-01,Chambre d'agriculture - Sarthe,accueil@sarthe.chambagri.fr,"Adresse : 15 rue Jean-Grémillon,72013,Le Mans Cedex 2 | Tél : 02 43 29 24 24 | Fax : 02 43 29 24 25",http://www.agri72.fr,chambre_agriculture
chambre_metier-72181-01,Chambre de métiers et de l'artisanat (CMA) - Sarthe,accueil72@artisanatpaysdelaloire.fr,"Adresse : 5 cour Étienne-Jules-Marey - CS 801630,72016,Le Mans Cedex 2 | Tél : 02 43 74 53 53 | Fax : 02 43 74 53 67",http://www.artisanatpaysdelaloire.fr,chambre_metier
cidf-72181-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Sarthe,cidff72@orange.fr,"Adresse : 30 avenue Félix-Geneslay,72100,Le Mans | Tél : 02 43 54 10 37 | Fax : ",http://www.infofemmes.com,cidf
cij-72003-01,Point information jeunesse - Allonnes,pij@ville-allonnes.fr,"Adresse : 2 rue Pierre-Levegh,72700,Allonnes | Tél : 02 43 80 70 32 | Fax : ",http://www.allones.fr,cij
cij-72054-01,Point information jeunesse - Champagné,accueil@cas-champagne.fr,"Adresse : Centre d'animation sociale Jean-Claude-Laude - Rue Jacques-Guède,72470,Champagné | Tél : 02 43 82 82 21 | Fax : ",http://www.centreanimationsociale-champagne.fr,cij
cij-72068-01,Point information jeunesse - La Chartre-sur-le-Loir,jeunesse@centresocial-valduloir.fr,"Adresse : Centre social Val-du-Loir - 36 rue Gervais-Chevallier,72340,La Chartre-sur-le-Loir | Tél : 02 43 44 40 97 | Fax : 09 55 68 69 24",http://www.centresocial-valduloir.com,cij
cij-72071-01,Point information jeunesse - Château-du-Loir,chateauduloir@ml-sartheloir.fr,"Adresse : 16 rue du 11-Novembre,72500,Château-du-Loir | Tél : 02 43 79 24 87 | Fax : 02 43 79 26 49",http://www.infos-jeunes.fr,cij
cij-72124-01,Point information jeunesse - Ecommoy,pij@belinois.fr,"Adresse : 1 rue Sainte-Anne,72220,Écommoy | Tél : 06 88 70 54 65 | Fax : ",https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-ecommoy,cij
cij-72138-01,Point information jeunesse - Fresnay-sur-Sarthe,accueil@centresocialescale.fr,"Adresse : 4 place Bassum,72130,Fresnay-sur-Sarthe | Tél : 02 43 33 33 99 | Fax : ",http://www.association-escale.com,cij
cij-72154-01,Point information jeunesse - La Flèche,pij@ville-lafleche.fr,"Adresse : 48 boulevard Gambetta,72200,La Flèche | Tél : 02 43 45 68 55 | Fax : ",http://www.ville-lafleche.fr,cij
cij-72181-01,Centre information jeunesse - Le Mans,jeunesse.cij@lemans.fr,"Adresse : Service enfance jeunesse et sport - 13 rue de l'Étoile,72000,Le Mans | Tél : 02 43 47 38 50 | Fax : 02 43 47 43 49",http://www.lemans.frjeunesse,cij
cij-72181-02,Point information jeunesse - Le Mans,contact@leflore.info,"Adresse : 23 rue Maupertuis,72000,Le Mans | Tél : 02 43 81 27 55 | Fax : 02 43 81 06 10",http://www.flore-habitatjeunes.org,cij
cij-72264-01,Point information jeunesse - Sablé-sur-Sarthe,ej.pij@sablesursarthe.fr,"Adresse : Vie associative et citoyenne - 25 bis rue Pasteur,72305,Sablé-sur-Sarthe | Tél : 02 43 62 50 37 | Fax : ",http://www.sablesursarthe.fr,cij
cio-72132-01,Centre dinformation et dorientation (CIO) - Sarthe Nord,cio.sarthenord@ac-nantes.fr,"Adresse : 4 rue Georges-Thoreau,72400,La Ferté-Bernard | Tél : 02 43 93 06 13 | Fax : ",http://cio72.ac-nantes.fr,cio
cio-72154-01,Centre dinformation et dorientation (CIO) - Sarthe Sud,cio.sarthesud@ac-nantes.fr,"Adresse : 14 rue de Bouchevereau,72200,La Flèche | Tél : 02 43 94 06 71 | Fax : 02 43 45 65 80",http://www.cio72.ac-nantes.fr,cio
cio-72181-01,Centre dinformation et dorientation (CIO) - Le Mans,cio.lemans@ac-nantes.fr,"Adresse : 28 place de l'Éperon - 3e étage,72000,Le Mans | Tél : 02 43 82 55 11 | Fax : ",http://cio72.ac-nantes.fr,cio
clic-72003-01,Point d'information local dédié aux personnes âgées - Allones,clic.cmno-allonnes@sarthe.fr,"Adresse : Centre local d'information et de coordination Couronne mancelle nord-ouest - Antenne d'Allones - 11 rue Maurice-Ravel,72700,Allonnes | Tél : 02 43 14 33 88 | Fax : ",http://www.cidpacclic.sarthe.org,clic
clic-72023-01,Point d'information local dédié aux personnes âgées - Ballon,clic.cmno-ballon@cg92.fr,"Adresse : Centre local d'information et de coordination Couronne mancelle nord-ouest - Antenne de Ballon - Place de la République,72290,Ballon | Tél : 02 43 27 36 77 | Fax : ",http://www.cidpacclic.sarthe.org,clic
clic-72039-01,Point d'information local dédié aux personnes âgées - Bonnétable,clic.2territoires.bonnetable@sarthe.fr,"Adresse : Centre local d'information et de coordination des 2 territoires - 8 rue Mazagran,72110,Bonnétable | Tél : 02 43 29 00 01 | Fax : 02 43 24 13 05",,clic
clic-72071-01,Point d'information local dédié aux personnes âgées - Montval-sur-Loir,clic.loirluceberce@sarthe.fr,"Adresse : Centre local d'information et de coordination Loir-Lucé-Bercé - 4 place Georges-Clemenceau,72500,Montval-sur-Loir | Tél : 02 43 79 44 77 | Fax : 02 43 44 27 07",http://www.cidpacclic.sarthe.org,clic
clic-72089-01,Point d'information local dédié aux personnes âgées - Conlie,clic.sarthenordouest@cg72.fr,"Adresse : Centre local d'information et de coordination Sarthe Nord Ouest - 25 place des Halles,72240,Conlie | Tél : 02 43 27 95 62 | Fax : ",http://www.cidpacclic.sarthe.org,clic
clic-72095-01,Point d'information local dédié aux personnes âgées - Coulaines,clic.cmno-coulaines@sarthe.fr,"Adresse : Centre local d'information et de coordination Couronne mancelle nord-ouest - Antenne de Coulaines - 24 rue de la Paix,72190,Coulaines | Tél : 02 53 04 42 50 | Fax : ",http://www.cidpacclic.sarthe.org,clic
clic-72132-01,Point d'information local dédié aux personnes âgées - La Ferté-Bernard,clic.huisneetbraye@sarthe.fr,"Adresse : Centre local d'information et de coordination Huisne et Braye - 15 rue Denfert-Rochereau,72400,La Ferté-Bernard | Tél : 02 43 60 79 30 | Fax : ",http://www.cidpaclic.sarthe.org,clic
clic-72138-01,Point d'information local dédié aux personnes âgées - Fresnay-sur-Sarthe,clic.nordsarthe@sarthe.fr,"Adresse : Centre local d'information et de coordination nord-Sarthe - 2 rue Abbé-Lelièvre,72130,Fresnay-sur-Sarthe | Tél : 02 43 33 53 39 | Fax : ",http://www.sarthe.fr,clic
clic-72143-01,Point d'information local dédié aux personnes âgées - Le Grand-Lucé,clic.couronneest@sarthe.fr,"Adresse : Centre local d'information et de coordination Couronne est - 1 rue Georges-Coulon - BP 14,72150,Le Grand-Lucé | Tél : 02 43 61 03 49 | Fax : 02 43 61 51 55",http://www.cidpacclic.sarthe.org,clic
clic-72154-01,Point d'information local dédié aux personnes âgées - La Flèche,clic.paysflechois@sarthe.fr,"Adresse : Centre local d'information et de coordination Pays Fléchois - Conseil départemental - 21 bis rue de la Tour-d'Auvergne - 2ème étage,72200,La Flèche | Tél : 02 43 45 59 34 | Fax : ",http://www.cidpacclic.sarthe.org,clic
